sep=,
completed_at,content,id,item_object,meta_data,note_count,project_id,section_id,task_id,user_id
2024-03-07T14:40:12.000000Z,Clear communications,7121809316,,,0,2307313234,,7411309151,27122492
2024-03-07T14:39:43.000000Z,VGs,7121808058,,,0,2307313234,,7569338711,27122492
2024-03-07T14:39:29.000000Z,Swiming,7121807416,,,0,2307313234,,7569353113,27122492
2024-03-07T14:38:24.000000Z,Preply lesson - Cedrick A.,7121804358,,,0,2230819425,,7764640810,27122492
2024-03-07T14:38:12.000000Z,Snack,7121803756,,,0,2307313234,,7756175902,27122492
2024-03-06T20:58:04.000000Z,Lunch,7119808105,,,0,2307313234,,7597625699,27122492
2024-03-06T20:58:03.000000Z,Shower,7119808057,,,0,2307313234,,7648101922,27122492
2024-03-06T20:58:02.000000Z,Wall Street English,7119808009,,,0,2307313234,,7756168966,27122492
2024-03-06T16:36:53.000000Z,Breakfast,7119120690,,,0,2307313234,,7562880954,27122492
2024-03-06T16:36:47.000000Z,Clear communications,7119120413,,,0,2307313234,,7411309151,27122492
2024-03-06T16:36:29.000000Z,Feed max night,7119119436,,,0,2307313234,,7690060245,27122492
2024-03-06T16:36:27.000000Z,Clean the max 💩,7119119352,,,0,2307313234,,7700542392,27122492
2024-03-06T16:33:39.000000Z,Make a research and quotation of the pools nearby @Medium @Alexa @Marzo,7119111168,,,0,2311885087,,7767248225,27122492
2024-03-06T16:23:52.000000Z,English writing,7119081522,,,0,2307313234,,7292519402,27122492
2024-03-05T21:32:45.000000Z,MCMP-CommonServices,7116771621,,,0,2316033648,128501161,7763275231,27122492
2024-03-05T20:38:15.000000Z,Lunch,7116633477,,,0,2307313234,,7577875923,27122492
2024-03-05T16:44:48.000000Z,MCMP-DevOps-Intelligence,7115999189,,,0,2316033648,128501161,7711801572,27122492
2024-03-05T16:30:43.000000Z,FE-Agents,7115953603,,,0,2316033648,128501161,7681265457,27122492
2024-03-05T15:59:46.000000Z,Clear communications,7115854788,,,0,2230819425,,7763330054,27122492
2024-03-05T15:51:50.000000Z,Wall Street English,7115829075,,,0,2307313234,,7756168966,27122492
2024-03-05T15:15:38.000000Z,Breakfast,7115712429,,,0,2307313234,,7622152680,27122492
2024-03-05T14:41:20.000000Z,Clear communications,7115602146,,,0,2307313234,,7411309151,27122492
2024-03-05T14:41:06.000000Z,Go to the supermarket,7115601477,,,0,2307313234,,7758893083,27122492
2024-03-05T14:41:06.000000Z,Snack,7115601387,,,0,2307313234,,7756175902,27122492
2024-03-05T14:41:01.000000Z,VGs,7115601171,,,0,2307313234,,7569338711,27122492
2024-03-05T14:40:58.000000Z,Feed max night,7115601001,,,0,2307313234,,7690060245,27122492
2024-03-05T14:40:57.000000Z,Walk max,7115600952,,,0,2307313234,,7648725119,27122492
2024-03-05T14:40:55.000000Z,Shower,7115600817,,,0,2307313234,,7648101922,27122492
2024-03-04T18:58:50.000000Z,Send email about job position @Email,7113074941,,,0,2317869723,132627041,7741734802,27122492
2024-03-04T18:58:50.000000Z,Lunch,7113074890,,,0,2307313234,,7597625699,27122492
2024-03-04T17:16:47.000000Z,Practice presentation,7112755492,,,0,2316033648,128501158,7756170997,27122492
2024-03-04T17:16:47.000000Z,Wall Street English,7112755422,,,0,2307313234,,7756168966,27122492
2024-03-04T17:16:35.000000Z,Breakfast,7112754797,,,0,2307313234,,7562880954,27122492
2024-03-04T17:16:29.000000Z,Psico session @Appointment @⏰ Track,7112754643,,,0,2307313234,128503841,7147511262,27122492
2024-03-04T17:16:29.000000Z,Receive Reinvestment,7112754631,,,0,2307313234,128503841,7147514536,27122492
2024-03-04T17:16:29.000000Z,Send the required infomation,7112754621,,,0,2307313234,128503841,7274247087,27122492
2024-03-04T17:16:29.000000Z,Get invoice approval,7112754610,,,0,2307313234,128503841,7274247431,27122492
2024-03-04T17:16:29.000000Z,Request to validate the invoice,7112754598,,,0,2307313234,128503841,7631766367,27122492
2024-03-04T17:16:29.000000Z,Request the reinvestment,7112754587,,,0,2307313234,128503841,7632738231,27122492
2024-03-04T13:42:31.000000Z,Clear communications,7111989837,,,0,2307313234,,7411309151,27122492
2024-03-04T13:42:14.000000Z,Take out the trash,7111989010,,,0,2307313234,,7648725659,27122492
2024-03-04T13:42:10.000000Z,Organize my life @Medium @Alexa @Marzo,7111988835,,,0,2311885087,,7747300908,27122492
2024-03-04T13:41:55.000000Z,Clean the shoes @Alexa @Marzo,7111988054,,,0,2307313234,,7617407682,27122492
2024-03-04T13:41:27.000000Z,Perform claim,7111986471,,,0,2317869723,132082037,6718716877,27122492
2024-03-04T01:17:32.000000Z,Update my calendar @Medium @Alexa @Marzo,7109652668,,,0,2311885087,,7710400889,27122492
2024-03-03T19:34:57.000000Z,Update budget,7109691682,,,0,2307313234,112501044,7615133084,27122492
2024-03-03T19:32:31.000000Z,Star+ & Disney + @Payments,7109686077,,,0,2307313234,112501044,4619256357,27122492
2024-03-03T19:32:26.000000Z,Spotify @Payments,7109685912,,,0,2307313234,112501044,4619256345,27122492
2024-03-03T19:16:57.000000Z,🗄️ Go to the office @🏞️ Event,7109651511,,,0,2307313234,128503068,7119074194,27122492
2024-03-03T19:16:53.000000Z,Public services @Payments,7109651394,,,0,2307313234,112501044,4619256365,27122492
2024-03-03T19:16:53.000000Z,Arrentment @Payments,7109651365,,,0,2307313234,112501044,4619256364,27122492
2024-03-01T16:15:31.000000Z,Dashlane @Payments,7104631372,,,0,2307313234,112501044,4619256348,27122492
2024-03-01T16:15:30.000000Z,Star+ & Disney + @Payments,7104631323,,,0,2307313234,112501044,4619256357,27122492
2024-03-01T16:15:27.000000Z,Pay credit card @Payments,7104631173,,,0,2307313234,112501044,4680376770,27122492
2024-03-01T16:15:26.000000Z,Google One @Payments,7104631088,,,0,2307313234,112501044,6051386077,27122492
2024-03-01T16:15:24.000000Z,Metrocom @Payments,7104631018,,,0,2307313234,112501044,7370120477,27122492
2024-03-01T15:42:21.000000Z,Breakfast,7104525104,,,0,2307313234,,7562880954,27122492
2024-03-01T15:42:20.000000Z,Clear communications,7104525049,,,0,2307313234,,7411309151,27122492
2024-03-01T15:42:04.000000Z,Pack my gear,7104524166,,,0,2307313234,128503068,7598690790,27122492
2024-03-01T15:42:02.000000Z,Clean the max 💩,7104524100,,,0,2307313234,,7700542392,27122492
2024-03-01T15:42:01.000000Z,Feed max night,7104524010,,,0,2307313234,,7690060245,27122492
2024-03-01T15:41:40.000000Z,Play tenis,7104522917,,,0,2307313234,,7569362039,27122492
2024-03-01T15:28:58.000000Z,English Encounter,7104481524,,,0,2307313234,,7725890523,27122492
2024-03-01T15:28:58.000000Z,Lunch,7104481459,,,0,2307313234,,7597625699,27122492
2024-02-29T19:40:58.000000Z,Breakfast,7102023049,,,0,2307313234,,7562880954,27122492
2024-02-29T19:40:54.000000Z,Create the anaqua request,7102022889,,,0,2316033648,128501161,7711800412,27122492
2024-02-29T15:10:44.000000Z,Clear communications,7101260894,,,0,2307313234,,7411309151,27122492
2024-02-29T15:05:05.000000Z,Provide feedback to Amar Savalagi,7101243852,,,0,2317869723,137697968,7734192098,27122492
2024-02-29T14:04:40.000000Z,Liberty @Payments,7101059052,,,0,2307313234,112501044,4619256351,27122492
2024-02-29T14:04:01.000000Z,Shower,7101057064,,,0,2307313234,,7648101922,27122492
2024-02-28T18:15:43.000000Z,Lunch,7098716322,,,0,2307313234,,7597625699,27122492
2024-02-28T15:45:27.000000Z,Clear communications,7098280288,,,0,2307313234,,7411309151,27122492
2024-02-28T15:45:19.000000Z,Read time,7098279862,,,0,2315776194,148233921,7674665625,27122492
2024-02-28T15:45:11.000000Z,VGs,7098279461,,,0,2307313234,,7569338711,27122492
2024-02-27T22:41:21.000000Z,Add the goal of review legal documentation,7096264977,,,0,2317869723,131749047,7147171298,27122492
2024-02-27T22:40:51.000000Z,Provide feedback to Grettel,7096263891,,,0,2317869723,137697968,7734186058,27122492
2024-02-27T22:40:51.000000Z,Breakfast,7096263839,,,0,2307313234,,7622152680,27122492
2024-02-27T22:40:50.000000Z,Lunch,7096263817,,,0,2307313234,,7577875923,27122492
2024-02-27T16:25:38.000000Z,Clear communications,7095294284,,,0,2307313234,,7411309151,27122492
2024-02-27T16:25:19.000000Z,Shower,7095293286,,,0,2307313234,,7648101922,27122492
2024-02-27T16:25:11.000000Z,Feed max night,7095292887,,,0,2307313234,,7690060245,27122492
2024-02-27T16:25:09.000000Z,Walk max,7095292792,,,0,2307313234,,7648725119,27122492
2024-02-27T16:25:05.000000Z,Workout,7095292638,,,0,2307313234,,7733680758,27122492
2024-02-26T21:41:06.000000Z,Request feedback,7092950568,,,0,2317869723,132627041,7710361415,27122492
2024-02-26T21:40:22.000000Z,Lunch,7092948711,,,0,2307313234,,7597625699,27122492
2024-02-26T16:33:04.000000Z,Breakfast,7092043742,,,0,2307313234,,7562880954,27122492
2024-02-26T16:33:02.000000Z,Generate a list of all the people who I worked with,7092043653,,,0,2317869723,132627041,7733846332,27122492
2024-02-26T15:22:53.000000Z,Book desktop,7091792335,,,0,2307313234,128503068,7119074991,27122492
2024-02-26T15:16:25.000000Z,Archive at least 8 hrs working on my father web page @Febrero @Large,7091769009,,,0,2311885087,126721252,7232590859,27122492
2024-02-26T15:16:04.000000Z,Remove my photos from my old google account @Alexa,7091767630,,,0,2311885087,,7733828838,27122492
2024-02-26T15:15:55.000000Z,Remove my photos from my old google account @Febrero @Medium @Alexa,7091767154,,,0,2311885087,,7733828362,27122492
2024-02-26T15:15:23.000000Z,Check the AWS billing message @Febrero,7091765211,,,0,2311885087,,7722462570,27122492
2024-02-26T14:42:10.000000Z,Perform claim,7091645322,,,0,2317869723,132082037,6718716877,27122492
2024-02-26T14:38:38.000000Z,Clear communications,7091632297,,,0,2307313234,,7411309151,27122492
2024-02-26T14:38:11.000000Z,Action required : CR Labor Claiming starting,7091630873,,,0,2317869723,132627041,7710346022,27122492
2024-02-26T13:27:19.000000Z,Change my glasses @Febrero @Medium,7091389855,,,0,2311885087,,7565920325,27122492
2024-02-26T13:26:52.000000Z,Sport's glasses @Febrero,7091388503,,,0,2311885087,,7690072677,27122492
2024-02-26T13:22:37.000000Z,Standing monitor @Febrero @Medium,7091374859,,,0,2315776239,,7509390666,27122492
2024-02-26T13:20:59.000000Z,Take out the trash,7091369631,,,0,2307313234,,7648725659,27122492
2024-02-26T13:20:47.000000Z,Take the switch to repair,7091369078,,,0,2315776194,,7733371493,27122492
2024-02-26T13:18:15.000000Z,Update my budget @Febrero @Medium @Alexa,7091361136,,,0,2311885087,,7710399930,27122492
2024-02-23T17:52:31.000000Z,Define my claim code,7084676338,,,0,2317869723,132627041,7632569195,27122492
2024-02-23T17:16:08.000000Z,Wall Street English,7084581807,,,0,2230819425,,7722286298,27122492
2024-02-23T17:16:04.000000Z,Setup 1:1 with Panzario @Schedule,7084581632,,,0,2317869723,132627041,7715629301,27122492
2024-02-23T17:15:30.000000Z,Define what to talk,7084580038,,,0,2307313234,128503841,7147513446,27122492
2024-02-23T17:13:42.000000Z,Clear communications,7084575062,,,0,2307313234,,7411309151,27122492
2024-02-23T17:13:38.000000Z,Psico session,7084574890,,,0,2307313234,,7631543385,27122492
2024-02-23T17:13:34.000000Z,Feed max night,7084574669,,,0,2307313234,,7690060245,27122492
2024-02-23T17:13:31.000000Z,Shower,7084574523,,,0,2307313234,,7648101922,27122492
2024-02-23T17:13:30.000000Z,Lunch,7084574452,,,0,2307313234,,7597625699,27122492
2024-02-23T17:13:27.000000Z,Breakfast,7084574262,,,0,2307313234,,7562880954,27122492
2024-02-22T13:57:51.000000Z,Clear communications,7081117023,,,0,2307313234,,7411309151,27122492
2024-02-21T23:06:50.000000Z,Feed max night,7079547413,,,0,2307313234,,7690060245,27122492
2024-02-21T23:06:34.000000Z,Lunch,7079546963,,,0,2307313234,,7597625699,27122492
2024-02-21T23:06:33.000000Z,Shower,7079546939,,,0,2307313234,,7648101922,27122492
2024-02-21T23:06:32.000000Z,Breakfast,7079546912,,,0,2307313234,,7562880954,27122492
2024-02-21T23:06:28.000000Z,Clear communications,7079546800,,,0,2307313234,,7411309151,27122492
2024-02-20T22:54:02.000000Z,Make the delta with previos reports,7076469477,,,0,2316033648,128501161,7711800952,27122492
2024-02-20T22:51:44.000000Z,Lunch,7076464659,,,0,2307313234,,7577875923,27122492
2024-02-20T19:08:26.000000Z,Clear communications,7075921181,,,0,2307313234,,7411309151,27122492
2024-02-20T18:10:50.000000Z,Breakfast,7075766263,,,0,2307313234,,7622152680,27122492
2024-02-20T15:14:21.000000Z,Shower,7075225513,,,0,2307313234,,7648101922,27122492
2024-02-20T15:12:51.000000Z,Clear email @Febrero @Alexa,7075220870,,,0,2311885087,,7710308940,27122492
2024-02-20T15:12:13.000000Z,Goal Championship @🏞️ Event,7075218950,,,0,2307313234,112501044,7510954585,27122492
2024-02-19T23:06:01.000000Z,Star+ & Disney + @Payments,7073304582,,,0,2307313234,112501044,4619256357,27122492
2024-02-19T15:56:37.000000Z,Breakfast,7072140501,,,0,2307313234,,7562880954,27122492
2024-02-19T15:24:49.000000Z,Complete Unimart shopping,7072034636,,,0,2315776194,,7710314060,27122492
2024-02-19T14:59:22.000000Z,Perform claim,7071949286,,,0,2317869723,132082037,6718716877,27122492
2024-02-19T14:51:10.000000Z,Clear communications,7071921362,,,0,2307313234,,7411309151,27122492
2024-02-19T14:51:08.000000Z,Take out the trash,7071921272,,,0,2307313234,,7648725659,27122492
2024-02-19T14:47:48.000000Z,Check money status with father @Alexa,7071910385,,,0,2311885087,,7678977808,27122492
2024-02-16T23:44:52.000000Z,MCMP-Discovery,7065765078,,,0,2316033648,128501158,7688879750,27122492
2024-02-16T23:44:52.000000Z,Shower,7065765028,,,0,2307313234,,7648101922,27122492
2024-02-16T23:44:51.000000Z,Lunch,7065764991,,,0,2307313234,,7597625699,27122492
2024-02-16T19:14:23.000000Z,Schedule the meeting with the CISO team @Schedule,7065240126,,,0,2316033648,128501161,7700547620,27122492
2024-02-16T19:14:16.000000Z,Schedule meeting with Kenny @Schedule,7065239878,,,0,2316033648,128501161,7700546974,27122492
2024-02-16T15:39:09.000000Z,Clear communications,7064664063,,,0,2307313234,,7411309151,27122492
2024-02-16T15:39:05.000000Z,Clear google photos,7064663879,,,0,2307313234,128503841,6186474598,27122492
2024-02-16T00:32:53.000000Z,Modify the CSAR report and add the required comments on all the Elastic packages,7062918455,,,0,2316033648,128501161,7699524593,27122492
2024-02-16T00:32:39.000000Z,Get into my transportation,7062918037,,,0,2307313234,128503068,7176564368,27122492
2024-02-16T00:31:53.000000Z,OSA,7062916871,,,0,2316033648,128501158,7681265864,27122492
2024-02-16T00:31:52.000000Z,Shower,7062916823,,,0,2307313234,,7648101922,27122492
2024-02-15T17:58:33.000000Z,Lunch,7062057101,,,0,2307313234,,7577875923,27122492
2024-02-15T17:58:23.000000Z,Cut the paper @Febrero,7062056741,,,0,2307313234,128501671,7621051644,27122492
2024-02-15T17:58:22.000000Z,Create the art @Febrero,7062056666,,,0,2307313234,128501671,7621050201,27122492
2024-02-15T17:58:17.000000Z,Make the invitation,7062056460,,,0,2307313234,128501671,7621053079,27122492
2024-02-15T17:58:04.000000Z,Get the photo frame @Febrero,7062055901,,,0,2307313234,128501671,7638080355,27122492
2024-02-15T17:57:27.000000Z,🗄️ Go to the office @🏞️ Event,7062054235,,,0,2307313234,128503068,7119074194,27122492
2024-02-15T17:57:26.000000Z,Clear communications,7062054167,,,0,2307313234,,7411309151,27122492
2024-02-15T17:57:20.000000Z,Breakfast,7062053894,,,0,2307313234,,7562880954,27122492
2024-02-15T17:57:19.000000Z,Lunch,7062053857,,,0,2307313234,,7597625699,27122492
2024-02-15T17:56:45.000000Z,❤️ Valentines day @🏞️ Event,7062052335,,,0,2307313234,128501671,7605952264,27122492
2024-02-13T16:53:20.000000Z,Clear Security Alerts,7055904286,,,0,2316033648,131470350,7440304801,27122492
2024-02-13T16:53:15.000000Z,Breakfast,7055904023,,,0,2307313234,,7622152680,27122492
2024-02-13T16:53:14.000000Z,Clear communications,7055903986,,,0,2307313234,,7411309151,27122492
2024-02-13T16:52:21.000000Z,Pack my gear,7055901510,,,0,2307313234,128503068,7598690790,27122492
2024-02-13T00:06:16.000000Z,Create the KIPS request,7053868660,,,0,2316033648,128501161,7419305387,27122492
2024-02-12T21:50:55.000000Z,Sport's glasses @Medium @Enero,7053595178,,,0,2311885087,,7690071751,27122492
2024-02-12T21:47:16.000000Z,OSSC Organization,7053586127,,,0,2316033648,128501158,7688876431,27122492
2024-02-12T21:46:51.000000Z,Book the transportation,7053585163,,,0,2307313234,128503068,7147330338,27122492
2024-02-12T21:46:50.000000Z,Book desktop,7053585124,,,0,2307313234,128503068,7119074991,27122492
2024-02-12T21:45:34.000000Z,Request revision for the OSSC,7053581983,,,0,2316033648,128501161,7648728647,27122492
2024-02-12T21:45:32.000000Z,Talk with the dev team about the findings,7053581902,,,0,2316033648,128501161,7648728639,27122492
2024-02-12T21:45:31.000000Z,Create the defect,7053581853,,,0,2316033648,128501161,7648728628,27122492
2024-02-12T21:45:30.000000Z,Report the findings @Email,7053581825,,,0,2316033648,128501161,7648728618,27122492
2024-02-12T21:45:26.000000Z,Run the OSS scanning,7053581653,,,0,2316033648,128501161,7648728609,27122492
2024-02-12T21:45:24.000000Z,Get list of repositories,7053581608,,,0,2316033648,128501161,7648728600,27122492
2024-02-12T21:45:16.000000Z,OSSC/COO 2023 KCNS AWS,7053581309,,,0,2316033648,128501161,7367973846,27122492
2024-02-12T21:45:16.000000Z,Get the approval of the COO,7053581297,,,0,2316033648,128501161,7392742568,27122492
2024-02-12T21:45:16.000000Z,Send the closure email,7053581295,,,0,2316033648,128501161,7392742578,27122492
2024-02-12T21:45:07.000000Z,Request revision for the OSSC,7053580945,,,0,2316033648,128501161,7419305359,27122492
2024-02-12T21:45:00.000000Z,Generate COO Report,7053580679,,,0,2316033648,128501161,7419305381,27122492
2024-02-12T21:44:39.000000Z,Lunch,7053579786,,,0,2307313234,,7597625699,27122492
2024-02-12T16:57:13.000000Z,Breakfast,7052790842,,,0,2307313234,,7562880954,27122492
2024-02-12T15:33:39.000000Z,Perform claim,7052508533,,,0,2317869723,132082037,6718716877,27122492
2024-02-12T15:23:04.000000Z,Take out the trash,7052471781,,,0,2307313234,,7648725659,27122492
2024-02-12T15:23:03.000000Z,Clear communications,7052471680,,,0,2307313234,,7411309151,27122492
2024-02-12T15:22:45.000000Z,Amazon prime,7052470719,,,0,2307313234,,7681232134,27122492
2024-02-10T00:21:49.000000Z,Lunch,7046378108,,,0,2307313234,,7597625699,27122492
2024-02-10T00:21:48.000000Z,Shower,7046378089,,,0,2307313234,,7648101922,27122492
2024-02-09T18:29:06.000000Z,MCMP-Discovery,7045684914,,,0,2316033648,128501158,7659610431,27122492
2024-02-09T15:41:41.000000Z,Make the final page @Febrero @Medium,7045215426,,,0,2315776239,,7666509719,27122492
2024-02-09T15:41:38.000000Z,Connect with the domain @Febrero @Medium,7045215291,,,0,2315776239,,7666508860,27122492
2024-02-09T15:41:20.000000Z,Breakfast,7045214367,,,0,2307313234,,7562880954,27122492
2024-02-09T15:40:57.000000Z,Update budget,7045213267,,,0,2307313234,112501044,7615133084,27122492
2024-02-09T15:40:45.000000Z,MCMP-Marketplace,7045212816,,,0,2230819425,,7666496642,27122492
2024-02-09T15:40:38.000000Z,Clear communications,7045212404,,,0,2307313234,,7411309151,27122492
2024-02-08T20:54:48.000000Z,Lunch,7043050958,,,0,2307313234,,7597625699,27122492
2024-02-08T20:54:41.000000Z,Shower,7043050691,,,0,2307313234,,7648101922,27122492
2024-02-08T20:54:29.000000Z,Wall Street English,7043050294,,,0,2307313234,,7554644125,27122492
2024-02-08T20:54:21.000000Z,Breakfast,7043049931,,,0,2307313234,,7562880954,27122492
2024-02-07T16:41:18.000000Z,Breakfast,7039353206,,,0,2307313234,,7562880954,27122492
2024-02-07T16:41:12.000000Z,Shower,7039352909,,,0,2307313234,,7648101922,27122492
2024-02-07T16:41:02.000000Z,Lunch,7039352402,,,0,2307313234,,7577875923,27122492
2024-02-07T16:07:58.000000Z,Wall Street English,7039249405,,,0,2307313234,,7554644125,27122492
2024-02-07T16:07:56.000000Z,Clear communications,7039249310,,,0,2307313234,,7411309151,27122492
2024-02-06T15:28:38.000000Z,Work in the CodeQL presentation,7035970073,,,0,2316033648,128501158,7631820686,27122492
2024-02-06T15:28:29.000000Z,Breakfast,7035969571,,,0,2307313234,,7622152680,27122492
2024-02-06T15:26:49.000000Z,Lunch,7035964589,,,0,2307313234,,7597625699,27122492
2024-02-05T18:46:49.000000Z,Breakfast,7033272205,,,0,2307313234,,7562880954,27122492
2024-02-05T18:46:45.000000Z,Perform claim,7033272009,,,0,2317869723,132082037,6718716877,27122492
2024-02-05T14:11:21.000000Z,Spotify @Payments,7032321117,,,0,2307313234,112501044,4619256345,27122492
2024-02-05T14:10:18.000000Z,Create a first draft @Febrero @Medium,7032317426,,,0,2315776239,,7666507989,27122492
2024-02-02T23:10:42.000000Z,OSSC/COO 2023 KCNS GPC,7025945490,,,0,2316033648,128501161,7367973909,27122492
2024-02-02T23:10:41.000000Z,Get the approval of the COO,7025945455,,,0,2316033648,128501161,7392747110,27122492
2024-02-02T23:10:41.000000Z,Send the closure email,7025945438,,,0,2316033648,128501161,7392747124,27122492
2024-02-02T22:44:40.000000Z,Wall Street English,7025898411,,,0,2307313234,,7554644125,27122492
2024-02-02T21:14:41.000000Z,KCNS,7025719128,,,0,2230819425,,7658744936,27122492
2024-02-02T21:14:39.000000Z,Lunch,7025719068,,,0,2307313234,,7597625699,27122492
2024-02-02T21:14:37.000000Z,Clear communications,7025719016,,,0,2307313234,,7411309151,27122492
2024-02-02T20:30:38.000000Z,OSSC/COO 2023 KCNS Azure,7025621022,,,0,2316033648,128501161,7367973785,27122492
2024-02-02T20:30:33.000000Z,Send the closure email,7025620839,,,0,2316033648,128501161,7392739056,27122492
2024-02-02T20:30:32.000000Z,Get the approval of the COO,7025620806,,,0,2316033648,128501161,7392739049,27122492
2024-02-02T18:59:27.000000Z,COO/OSSC AIOps,7025411160,,,0,2316033648,128501161,7273233496,27122492
2024-02-02T18:59:23.000000Z,Get the approval of the COO,7025410965,,,0,2316033648,128501161,7392748371,27122492
2024-02-02T18:59:22.000000Z,Send the closure email,7025410911,,,0,2316033648,128501161,7392748383,27122492
2024-02-02T16:53:18.000000Z,Breakfast,7025071975,,,0,2307313234,,7562880954,27122492
2024-02-02T16:52:40.000000Z,Lunch,7025070012,,,0,2307313234,,7597625699,27122492
2024-02-02T16:52:39.000000Z,Shower,7025069937,,,0,2307313234,,7648101922,27122492
2024-02-01T16:26:59.000000Z,Metrocom @Payments,7021827216,,,0,2307313234,112501044,7370120477,27122492
2024-02-01T16:26:58.000000Z,Google One @Payments,7021827171,,,0,2307313234,112501044,6051386077,27122492
2024-02-01T16:26:57.000000Z,Dashlane @Payments,7021827143,,,0,2307313234,112501044,4619256348,27122492
2024-02-01T16:26:57.000000Z,Public services @Payments,7021827113,,,0,2307313234,112501044,4619256365,27122492
2024-02-01T16:26:56.000000Z,Arrentment @Payments,7021827047,,,0,2307313234,112501044,4619256364,27122492
2024-02-01T16:17:21.000000Z,Wall Street English,7021796812,,,0,2307313234,,7554644125,27122492
2024-02-01T15:21:09.000000Z,Breakfast,7021615058,,,0,2307313234,,7562880954,27122492
2024-02-01T15:21:08.000000Z,Clear communications,7021615011,,,0,2307313234,,7411309151,27122492
2024-02-01T00:08:26.000000Z,Pay credit card @Payments,7019750852,,,0,2307313234,112501044,4680376770,27122492
2024-02-01T00:08:21.000000Z,Liberty @Payments,7019750718,,,0,2307313234,112501044,4619256351,27122492
